G;+;Дата;Время;Документ;Номер;Комментарий;АвтоматическийВвод;УникальныйИдентификатор;флВ;УникальныйИдентификаторА2000;ОтборВЖурнале;ИД_Ефа;Филиал документа;Филиал и тип журнала документов;Тип журнала документов;Поступление;Отгрузка;Контрагент;Основание;Номер входящего документа;;
;+;01.11.13;12:00:00;Поступление товаров;00000107588;Номер документа в Е-Фарма 13145858;1;;;;;A04F387B-3402-40CE-B11B-3BAC40C2F00C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;723,75;;Роста;Договор поставки №76 от 02.09.2010 г.;13145858;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107589;Номер документа в Е-Фарма 13146320;1;;;;;1B36F8EA-3DD9-4EE3-9795-1E8B7A12C171;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;42737,2;;Роста;Договор поставки №76 от 02.09.2010 г.;13146320;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107590;Номер документа в Е-Фарма 13146740;1;;;;;4187FA3B-90EB-4BDB-BFD9-475DC35695DA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2115,61;;Роста;Договор поставки №76 от 02.09.2010 г.;13146740;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107605;Номер документа в Е-Фарма 13145859;1;;;;;748F489C-E34F-44B3-B00F-469AD2028C93;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;350,47;;Роста;Договор поставки №76 от 02.09.2010 г.;13145859;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107606;Номер документа в Е-Фарма 13146312;1;;;;;98BDFF29-58CC-4470-A084-DF0FFA112F77;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;15251,39;;Роста;Договор поставки №76 от 02.09.2010 г.;13146312;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107638;Номер документа в Е-Фарма 13137828;1;;;;;250D0FE9-8A73-4381-B798-C33A79C9160B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2150,61;;Роста;Договор поставки №76 от 02.09.2010 г.;13137828;29.10.13;29.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107656;Номер документа в Е-Фарма 13146300;1;;;;;BA934D43-5A83-4346-BE7F-4A69E1A1C58A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;14969,24;;Роста;Договор поставки №76 от 02.09.2010 г.;13146300;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107657;Номер документа в Е-Фарма 13146301;1;;;;;E2AB3E53-3A69-4635-888D-E7CB778B5A2E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1126,79;;Роста;Договор поставки №76 от 02.09.2010 г.;13146301;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107681;Номер документа в Е-Фарма 13145806;1;;;;;536CF393-343B-46B8-B339-C539FFDA7572;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;20433,05;;Роста;Договор поставки №76 от 02.09.2010 г.;13145806;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107682;Номер документа в Е-Фарма 13145817;1;;;;;FA23ECAE-784B-482C-8DB4-C2C048364971;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;451,63;;Роста;Договор поставки №76 от 02.09.2010 г.;13145817;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107683;Номер документа в Е-Фарма 13148398;1;;;;;663AD767-A9A8-4CCD-B7E7-AFD53C8B2AC2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;289,25;;Роста;Договор поставки №76 от 02.09.2010 г.;13148398;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107689;Номер документа в Е-Фарма 13145842;1;;;;;DAB4F876-C14A-4554-B4DE-F23ED2F5292A;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2004,1;;Роста;Договор поставки №76 от 02.09.2010 г.;13145842;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107690;Номер документа в Е-Фарма 13145854;1;;;;;D52F251D-FFB7-4D4E-99CC-1119A9088267;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;25637,7;;Роста;Договор поставки №76 от 02.09.2010 г.;13145854;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107713;Номер документа в Е-Фарма 13145847;1;;;;;8D5DD34D-4117-486F-A49A-FE2ACDC6120F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;894,64;;Роста;Договор поставки №76 от 02.09.2010 г.;13145847;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107715;Номер документа в Е-Фарма 13146324;1;;;;;2E4DB60F-F235-45EF-BA53-FA67A13C52E9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8601,56;;Роста;Договор поставки №76 от 02.09.2010 г.;13146324;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107735;Номер документа в Е-Фарма 13146318;1;;;;;6CD3C823-96BC-4ADA-83AE-B3312B6B4D7E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6618,15;;Роста;Договор поставки №76 от 02.09.2010 г.;13146318;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107737;Номер документа в Е-Фарма 13146720;1;;;;;B7C270AE-388A-48FC-BCD3-E215C11C9224;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;315,86;;Роста;Договор поставки №76 от 02.09.2010 г.;13146720;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107741;Номер документа в Е-Фарма 13146303;1;;;;;55DE7A6F-D246-44EB-826E-56466A68C317;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12021,46;;Роста;Договор поставки №76 от 02.09.2010 г.;13146303;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107742;Номер документа в Е-Фарма 13145770;1;;;;;3174F29A-21EE-48DD-B963-5661520CD087;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1172,87;;Роста;Договор поставки №76 от 02.09.2010 г.;13145770;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107744;Номер документа в Е-Фарма 13146117;1;;;;;FCC980D0-9512-46E2-9A1C-111ADB9AA03E;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;34354,43;;Роста;Договор поставки №76 от 02.09.2010 г.;13146117;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107746;Номер документа в Е-Фарма 13146121;1;;;;;FE492BCB-86EF-4603-86F0-695D29AD57A9;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8745,18;;Роста;Договор поставки №76 от 02.09.2010 г.;13146121;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107785;Номер документа в Е-Фарма 13146316;1;;;;;A9B24818-0462-4921-9553-C59919928CE2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9430,63;;Роста;Договор поставки №76 от 02.09.2010 г.;13146316;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107792;Номер документа в Е-Фарма 13146181;1;;;;;4FDF2F6D-974C-4CDF-9824-148FD066EA47;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;21368,6;;Роста;Договор поставки №76 от 02.09.2010 г.;13146181;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107795;Номер документа в Е-Фарма 13146321;1;;;;;A0F369BC-B355-4289-B847-442F1DA37FED;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12614,47;;Роста;Договор поставки №76 от 02.09.2010 г.;13146321;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107796;Номер документа в Е-Фарма 13146314;1;;;;;939B43F4-D2DD-4135-9042-6D88A7F06459;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;12019,59;;Роста;Договор поставки №76 от 02.09.2010 г.;13146314;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107808;Номер документа в Е-Фарма 13146164;1;;;;;B9649D7C-73B4-48DE-95E7-E71B7D064467;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;6094,22;;Роста;Договор поставки №76 от 02.09.2010 г.;13146164;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107815;Номер документа в Е-Фарма 13146138;1;;;;;B64CD072-DCE1-49E6-85FC-170569CF00CA;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1268,3;;Роста;Договор поставки №76 от 02.09.2010 г.;13146138;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107816;Номер документа в Е-Фарма 13146167;1;;;;;84113404-18B2-437A-9483-B1E52FBED712;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;13138,4;;Роста;Договор поставки №76 от 02.09.2010 г.;13146167;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107818;Номер документа в Е-Фарма 13145757;1;;;;;3F21BE1C-4132-4D21-9FD3-4ACCE712E95C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1176,39;;Роста;Договор поставки №76 от 02.09.2010 г.;13145757;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107819;Номер документа в Е-Фарма 13146309;1;;;;;828B4E8B-772E-4274-8A2D-076D128FF9FC;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;8077,63;;Роста;Договор поставки №76 от 02.09.2010 г.;13146309;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107839;Номер документа в Е-Фарма 13145857;1;;;;;AC3704C4-9F7F-4EDF-9C30-964351901460;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;932,14;;Роста;Договор поставки №76 от 02.09.2010 г.;13145857;01.10.13;01.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107840;Номер документа в Е-Фарма 13146305;1;;;;;2E513E1E-00D5-416E-AB0F-F04F2529CFE7;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;22485,54;;Роста;Договор поставки №76 от 02.09.2010 г.;13146305;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107844;Номер документа в Е-Фарма 13146455;1;;;;;3A7EA000-FBF7-4E2B-B40D-5B498536F174;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;7940,24;;Роста;Договор поставки №76 от 02.09.2010 г.;13146455;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107848;Номер документа в Е-Фарма 13146311;1;;;;;159366D1-407C-4BC6-AAF7-10D42A98247D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;5501,21;;Роста;Договор поставки №76 от 02.09.2010 г.;13146311;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107849;Номер документа в Е-Фарма 13148586;1;;;;;23EEE0E3-9DC3-4E05-8940-51F680C12DD0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;167,84;;Роста;Договор поставки №76 от 02.09.2010 г.;13148586;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107878;Номер документа в Е-Фарма 13146307;1;;;;;FABB111D-BE13-43E8-9D56-80FE53254BF5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;11854,48;;Роста;Договор поставки №76 от 02.09.2010 г.;13146307;31.10.13;31.10.13
;+;01.11.13;12:00:00;Поступление товаров;00000107884;Номер документа в Е-Фарма 13145819;1;;;;;A371C226-6DF4-4B62-AB19-8C10300227E5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;156,35;;Роста;Договор поставки №76 от 02.09.2010 г.;13145819;31.10.13;31.10.13
;+;05.11.13;12:00:10;Поступление товаров;00000107923;Номер документа в Е-Фарма 13154347;1;;;;;B29A36F2-A0CD-40BE-9038-61A6395BCF7C;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3191,24;;Роста;Договор поставки №76 от 02.09.2010 г.;13154347;01.11.13;01.11.13
;+;05.11.13;12:00:10;Поступление товаров;00000108015;Номер документа в Е-Фарма 13145804;1;;;;;11B4CF56-B12C-4AEA-A75E-FE0DE9163E4B;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1031,25;;Роста;Договор поставки №76 от 02.09.2010 г.;13145804;31.10.13;31.10.13
;+;05.11.13;12:00:10;Поступление товаров;00000108016;Номер документа в Е-Фарма 13146387;1;;;;;9A89CC59-AB21-462D-BB71-5D1C3843DBF2;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;9111,08;;Роста;Договор поставки №76 от 02.09.2010 г.;13146387;31.10.13;31.10.13
;+;05.11.13;12:00:10;Поступление товаров;00000108017;Номер документа в Е-Фарма 13152599;1;;;;;7B684DAA-CCC7-460B-B45C-95B4878E4D45;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2845,74;;Роста;Договор поставки №76 от 02.09.2010 г.;13152599;01.11.13;01.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108051;Номер документа в Е-Фарма 13158408;1;;;;;6A764114-0AA1-47F3-A230-43F2EE7A3BAF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2785,92;;Роста;Договор поставки №76 от 02.09.2010 г.;13158408;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108070;Номер документа в Е-Фарма 13158671;1;;;;;514C19FE-F886-40EE-A2BC-2AC158CAFA63;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;10792,86;;Роста;Договор поставки №76 от 02.09.2010 г.;13158671;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108073;Номер документа в Е-Фарма 13160129;1;;;;;446AF2B2-F209-4CC2-B3DD-D1FEEA4EC8CF;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;826,94;;Роста;Договор поставки №76 от 02.09.2010 г.;13160129;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108159;Номер документа в Е-Фарма 13159040;1;;;;;298565CE-ED8F-4554-9D4C-641307C428E0;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3757,08;;Роста;Договор поставки №76 от 02.09.2010 г.;13159040;05.11.13;05.11.13
;+;06.11.13;12:00:00;Поступление товаров;00000108213;Номер документа в Е-Фарма 13158303;1;;;;;EF73C7B6-6061-4811-BBD1-9772FAD55B94;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1954,97;;Роста;Договор поставки №76 от 02.09.2010 г.;13158303;05.11.13;05.11.13
;+;07.11.13;12:00:00;Поступление товаров;00000108363;Номер документа в Е-Фарма 13168212;1;;;;;83CE617A-1413-4E90-B82D-405C7FEC7C68;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;1247,96;;Роста;Договор поставки №76 от 02.09.2010 г.;13168212;06.11.13;06.11.13
;+;07.11.13;12:00:00;Поступление товаров;00000108364;Номер документа в Е-Фарма 13168223;1;;;;;F787A598-7F0E-451B-8A00-9E074B2A31C5;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;946,41;;Роста;Договор поставки №76 от 02.09.2010 г.;13168223;06.11.13;06.11.13
;+;07.11.13;12:00:00;Поступление товаров;00000108383;Номер документа в Е-Фарма 13165315;1;;;;;16B5E252-A8AB-4A67-870B-136ED78CBF8D;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;305,62;;Роста;Договор поставки №76 от 02.09.2010 г.;13165315;06.11.13;06.11.13
;+;07.11.13;12:00:00;Поступление товаров;00000108450;Номер документа в Е-Фарма 13168444;1;;;;;577EA567-75A9-4150-9C24-CA168351D990;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;2243,1;;Роста;Договор поставки №76 от 02.09.2010 г.;13168444;06.11.13;06.11.13
;+;07.11.13;12:00:00;Поступление товаров;00000108464;Номер документа в Е-Фарма 13169182;1;;;;;57C0B82D-63B1-4098-B510-88AB34EC516F;"ООО ""ФП ПАНАЦЕЯ""";00000001\034;034;3211,81;;Роста;Договор поставки №76 от 02.09.2010 г.;13169182;06.11.13;06.11.13
